pos_tagged,label
|SU|FW |BGM|FW |KAB|FW |VERY|FW |VERY|FW |UNIT|FW |PUCHA|FW |TALAGA|RBT |HAHA|NNC,1
|TANGINA|JJD |KA|PRS |TALAGA|RBT |HOY|PRS,1
|KUNG|CCR |KASUAREN|NNC |MAN|RBI |MAHALI|JJD |NA|CCP |PUNYETA|NNC |TALAGA|RBT |HARANG|NNC |HARANG|NNC |NA|CCP |KAYA|CCR,1
|HUYAN|JJD |NA|CCP |NAMAN|RBI |AN|DTC |MGA|DTCP |KUPAL|NNC |NA|CCP |JOURNALISTS|NNC,1
|TARANTADO|JJD |SU|FW |IKOS|FW |KO|PRS |KINAMBROT|VBTR |SU|JJN |LIKOD|JJD |KAN|NNC |AWTO|RBR |HAHA|FW |DUWA|FW |KIATNG|FW |MAPAPALAYAS|FW |BHIE|FW,1
|PUCHA|FW |NATA|FW |MAN|FW |AROG|FW |KAITO|FW |SU|FW |PANAGINIP|NNC |KO|PRS |HAHA|NNCA |PAG|CCR |NANGYARI|VBTS |TALAGA|RBT |ITO|PRO |JUSKO|FW |KIMMY|FW,1
|PATI|CCA |SI|DTP |ENZO|FW |PAKSHET|FW |ITO|PRO,1
|PUCHA|JJD |DAE|NNC |PA|RBI |AKO|PRS |NAKAORDER|VBTR |KI|FW |BAD|FW |BOY|FW |ALBUM|FW,1
|PUTANGINA|FW |MAHIBI|FW |NA|CCP |AKO|PRS,1
|DAKULON|JJD |NA|CCP |DANGAG|NNC |TALAGA|RBT,1
|DANGAG|CCT |MASKI|CCT saeng|JJD|CCP |PANIG|NNC |PA|RBI |AN|DTC kan|PRSP|CCP |MUNDO|NNC |NAGHAHARALANGKAW|VBTR |GABOS|JJD |NA|CCP |BAKALON|NNC |GUNGGONG|NNC |NA|CCP |BOBO|NNC,1
|LUKAH|FW |NAGDUMAN|VBTS |KA|PRS |NA|CCP |SA|CCT |ACX|FW |KKALADKARON|FW |TAKA|FW |BWISET|FW,1
|MGA|DTCP |GAGO|NNC |TALAGA|RBT |KAMO|NNC,1
|TOXIC|FW |TRAIT|FW |KO|PRS |AN|DTC |DAI|NNC |MUNA|RBI |AKO|PRS |MASUKO|JJD |BABALUON|VBTF |KO|PRS |FOR|FW |DAYS|FW |TAS|FW |PAG|CCR |DAE|FW |KAYA|CCR |LAST|FW |MINUTE|FW |TSAKA|FW |KO|PRS |SASABIHON|VBOF |HAHA|FW |PAKSHET|FW,1
|KUPAL|FW |KAN|FW |CUSTOMER|FW |SERVICE|FW |NINDO|FW |SA|CCT |LANDLINE|FW |KUPAL|FW |RIN|RBI |TECHNICIANS|FW |NINDO|FW |KAURAGON|NNC,1
|SO|NNCA |MGA|DTCP ninang|NNC|CCP |AKO|PRS |OH|NNCA |WARA|FW |NGANE|FW akong|PRS|CCP |DUGDOG|VBAF |NA|CCP pirang|NNC|CCP |BUWAN|NNC |NA|CCP |MGA|DTCP |TARANTADO|NNC,1
|DAKULON|FW akong|PRS|CCP |NAMISSED|FW |HUHU|FW |FEEL|FW |KO|PRS |BATI|VBS |SU|NNCA |JUJUTSU|FW |KAISEN|FW |PUNYETA|FW |TITLE|FW |PROPOSAL|FW |MI|NNCA |THAT|FW |DAY|FW |KAMUNDUON|NNC,1
|MINSAN|RBW |DAW|RBI |MAPAPAPUTANGINA|VBTF |KA|PRS |NA|CCP |SANA|VBS |TALAGA|RBT,1
|TANGINA|FW |NINDO|FW |PANO|RBQ |KAYA|CCR |KUNG|CCR |PASALUBUNGAN|VBTF |NI|DTP taeyong|NNC|CCP |SI|DTP |LEE|FW |MAN|FW |KI|FW |PINUSO|NNC,1
|IGKIKILIGON|VBTR |AKO|PRS |SA|CCT |LIGAYA|NNC |BWISET|FW |KAMO|FW |KENTELL|FW,1
|TANGINA|JJD |IYO|PRSP |NA|CCP |INI|FW |SU|FW |SCENE|FW |NA|CCP |IURAGAN|VBOF |NANGGAD|RBD |AKO|PRS |TNGINA|JJCC |MO|PRS |PHIL|NNC,1
|NAPAKA|JJCS |ENTITLED|FW |NAMAN|RBI |KAN|RBW |HAYOP|RBF |GARI|JJD |DANGAG|NNC,1
|GAGO|NNC |MUYA|PRS |KO|PRS |KI|FW |SARONG|FW |SET|FW |PUTANGINA|NNC,1
|PUNYETA|NNC |NUAREN|FW |DAW|RBI |MA|CCP |RETIRE|FW |AN|DTC |REFEREE|FW |NA|CCP |AN|DTC,1
|DANGAG|FW |BONAK|FW |MOVE|FW |ON|FW |KA|PRS |NA|CCP |GARI|RBM |KA|PRS |GAGO|NNC,1
|KORNIHON|NNC |KA|PRS putangina|VBTR|VBAF |KA|PRS |HAYOP|RBF |TARANTADO|JJD |NATA|RBM |MO|PRS |ITO|PRO |GINIBO|NNC,1
|DUSTINE|VBAF |AYON|RBR |STEPHON|FW |MAG|VBW |INGAT|VBOF |KA|PRS |DUMAN|VBAF |SA|CCT |CEBU|FW |AT|CCA |ATE|FW |PHOEBE|FW |BANTAYAN|VBOF |MO|PRS |PO|RBS |AN|DTC |AY|LM |NAKO|RBD |MAN|RBI |PAKSHET|RBD kamong|JJD|CCP |DUWA|NNC,1
|DAI|CCR |MO|PRS |AKO|PRS kayang|RBD|CCP |HAMPANGON|RBD |TA|RBD |NATATAKOT|VBTR |KA|PRS |PERO|CCT |NAGIGIBO|VBTS mong|PRS|CCP |MAG|VBW |RANT|FW |SA|CCT |IBA|PRI |TUNGKOL|RBR |SAKO|NNC |HAYOP|NNC |KA|PRS |ULOK|RBW |DUWAG|NNC,1
|PAKYU|FW |DAI|FW |KA|PRS |NAGNOTIFY|VBTR |KUNG|CCR |NAGLIVE|VBTS |SU|FW |SSERA|FW |BWISET|FW,1
|IBA|PRI |NGANE|FW |ITO|PRO |PAKYU|RBD |KA|PRS,1
|KAYA|CCR |KO|PRS |MAG|VBW |IBAT|JJD ibang|PRI|CCP |TYPINGS|FW |POGI|FW |TYPINGS|FW |HM|FW |YEA|FW |JEJEMONN|FW |TYPINGS|FW |DAGIT|FW |TYPINGS|FW pangmagurang|JJD|CCP |TYPINGS|FW |ANAK|NNC |SISAY|CCT nag|PRSP|CCP |CHAT|FW |SAKO|FW |TANGINA|FW |MUDA|FW |GAGO|FW |WITH|FW |PAKYU|FW |DIIT|FW |NA|CCP |WORDS|FW |ULOL|FW |TYPINGS|FW,1
|PUTANGINA|FW |ULUKON|FW |AKO|PRS |SA|CCT |PART|FW |NA|CCP |ITO|PRO |AND|DTC |I|NNCA |HAD|FW |TO|FW |REPLAY|FW |PA|RBI |TA|NNCA |GUNA|FW |KO|PRS |MGA|DTCP |RANDOM|FW |DUDES|FW |SANA|VBS,1
|PAKYU|RBD pinagmumukha|VBTR|VBRF |MO|PRS |SANA|VBS |TALAGA|RBT akong|PRS|CCP |DANGAG|NNC,1
|GAGO|NNC |GARI|RBM |MUYA|VBS |KO|PRS |WHAT|FW |IF|FW |GRAD|FW |GIFT|FW |HEHE|FW,1
|TANGINA|FW anong|PRQ|CCP |KINAARAMAN|VBTR |KAN|CCB |NASA|RBL |PICTURE|FW |FOR|FW |PROOF|FW |NIYA|PRS |SA|CCT |MGA|DTCP |PIGSASABI|NNC |NIYA|PRS basahon|VBTF|VBOF |MO|PRS |GIRARAY|VBOF |NIREPLY|FW |MO|PRS |OH|NNCA |DIBA|FW |WARA|FW kamong|NNC|CCP |PINAGKAIBA|VBRF |TA|FW |IGSASABIHAN|FW |NINDO|FW |SU|FW |MGA|DTCP |INOSENTE|JJD |KI|FW |PICK|FW |ME|FW,1
putangina|VBTR|VBAF |KAN|RBW |WIFI|VBS |KO|PRS |BABLUYON|RBW |AMPOTA|NNC,1
|PUCHA|FW |SU|FW |SA|CCT |TWITTER|FW |WEB|FW |UPDATE|FW |KAYA|CCR |KO|PRS |PA|RBI |KASO|CCR |SU|NNCA |PARA|CCT |SA|CCT |CP|FW |PUTA|FW |PANGITON|FW |TALAGA|RBT,1
|SORRY|FW |PERO|CCT |BWISET|FW |MAN|FW |GIRAY|FW |AKO|PRS |SA|CCT |MABAKJAL|FW |BAKAL|JJD |KI|FW |TICKET|FW |TAS|FW |DAE|FW |MAN|FW |MAHILING|FW |TAS|FW |PAPABAKALON|FW |SA|CCT |HIGHER|FW |PRICE|FW |LIKE|FW |THE|FW |FUCK|FW |DATI|RBW |BAKO|RBM |MAN|RBI |AROG|FW |KAINI|FW |SA|CCT |KWORLD|FW |JUSKO|FW |PERO|CCT |OK|NNC |MAG|VBW |MOVE|FW |ON|FW |NA|CCP,1
|AY|LM |PUTA|NNC |GUNA|VBS |KO|PRS |NGANE|FW |EIGHTEEN|FW |YEARS|FW |OLD|FW |BAKO|FW |MAN|FW |PALAN|NNC,1
|DANGAG|JJD |AKO|PRS |SA|CCT |PAG|CCR |TAGALOG|NNC |IH|NNCA,1
|HAHA|FW |GARI|FW |DANGAG|FW |PADABA|FW |TAKA|NNC,1
|TANGINA|FW |HOT|FW |DROP|FW |TALAGA|RBT |DIRETSO|RBD |SA|CCT |LAVA|NNC,1
|DANGAGON|VBTF |AN|DTC |HAYOP|NNC |BOBOOHON|NNC |KA|PRS |PARE|RBT,1
|PUCHA|CCB |MAPRESENT|FW |MAN|FW |PALAN|FW |AKO|PRS,1
|PAKYU|RBD |KA|PRS |KIKILIGON|VBOF |NA|CCP |KUTA|NNC |AKO|PRS,1
|UNITY|FW |MAN|FW |GIRAY|FW |MGA|DTCP |DANGAG|NNC |HAHA|NNC,1
|DAI|FW |NANAMAN|FW |AKO|PRS |NAKAKA|RBD |CHAT|FW |BWISET|FW |HAHA|FW,1
|PUCHA|JJD |PAG|CCR |IGKAKAAG|VBOF |KO|PRS |GMAIL|FW |ACCOUNT|FW |KO|PRS |NA|CCP |NAKACONNECT|VBTS |SA|CCT |SPOTIFY|FW |KO|PRS |WARA|RBF |DAA|NNCA akong|PRS|CCP |ACCOUNT|FW |UNDER|FW |THAT|FW |GMAIL|FW |NYA|PRS |UGWA|NNCA |NGA|RBI |ANO|PRQ |MAN|RBI |DAW|RBI |INI|FW |MAS|JJCC |NAKAKAARM|VBTR |KA|PRS |PA|RBI |BEH|NNCA,1
|SABI|VBS |KO|PRS |MA|CCP |ADAL|FW |NA|CCP |AKO|PRS |EH|NNCA |PERO|CCT |PUTANGINA|FW |IGGUGULO|FW |NA|CCP |NAMAN|RBI |NINDO|VBTS |MUNDO|NNC |KO|PRS,1
|FEELING|FW |MAURAG|FW |SI|DTP |DANGAG|NNC,1
|WOW|FW |PAKSHET|FW |DAA|FW |HAHA|FW,1
|SIYA|PRS |SU|FW |DANGAG|FW |GAGO|NNC,1
|AY|LM |DAE|FW pwedeng|RBT|CCP |MA|CCP |END|FW |NA|CCP |DAI|FW |NAKUKULONG|VBTR |MAGURANG|VBAF |NA|CCP |KIO|FW |PUNYETA|NNC,1
|UBOS|RBR |KWARTA|NNC |TA|NNC |BADING|NNC |TAKE|FW |TWO|FW |TANGINA|FW |KA|PRS |HAHA|NNC,1
|TANGINA|FW |SISAY|FW |BA|FW itong|PRO|CCP |YAWI|NNC,1
|HANJI|FW |BABE|FW |GRABI|FW |KA|PRS |NA|CCP |TALAGA|RBT |NAKAKABUA|VBTR |KANA|NNC |HAHA|NNC,1
|AROG|FW |PALAN|FW |KAINI|FW |FEELING|FW |NA|CCP |IGLOLOKO|VBTS |BUDA|FW pinagmumukhang|VBRF|CCP |TANGA|JJD |KA|PRS |KAN|RBW |PADABA|VBW |MO|PRS,1
|AMAYUNON|FW |AKO|PRS |NAGIMATA|VBTR |BWIISET|RBD |SI|DTP |QUEEN|FW |DAE|FW |NAGIMATA|FW |ABA|FW |HAHA|FW,1
|PUTANGINA|FW |BEH|FW |GUNA|FW |KO|PRS |HULO|RBM |SANA|VBS |PUTA|NNC |SAMAL|JJD |PALAN|NNC,1
|MGA|DTCP |HAYOP|NNC |KAMO|JJD |TANDAAN|VBOF |NINDO|FW |SU|FW |PLANO|NNC |KO|PRS |MGA|DTCP |PUNYETA|NNC,1
|PUCHA|JJD |ABO|NNC |KO|PRS |KI|FW |AROG|FW |KAINI|FW,1
|PUTANGINA|VBTR |SIYA|PRS |NA|CCP |NGANE|FW |AN|DTC |NAINOT|VBTS |MANGGULO|VBW |SAKO|JJD |HALUYOM|NNC |PA|RBI |MAGREPLY|FW |TAS|FW |TIPIDON|FW |PA|RBI |PAKYU|RBD |KA|PRS |DAE|RBS |MO|PRS |ARAAM|NNC |KUNG|CCR |GURANO|RBQ |KA|PRS |IMPORTANTE|JJD |SU|NNCA |ORAS|NNC |KO|PRS |NA|CCP sinayang|VBTS|CCP |MO|PRS |SANA|VBS,1
|ARAM|FW |MO|PRS |BA|RBI |NAPAMUDA|VBTS |INA|NNC |KO|PRS |KAN|RBW sinuggest|VBTS|VBOF |AN|DTC |KAN|NNC |AMIGA|NNC |NIYA|PRS |SABI|VBS |SAKO|RBM |NI|DTP |TITA|NNC |MO|PRS |SA|CCT |ATENEO|NNC |PUTANGINA|NNC |MAHALON|VBW |DAE|FW |NA|CCP |HAHA|NNC,1
|NAHIHIBI|VBTS |NANAMAN|VBTR |AKO|PRS |POGION|FW |SI|DTP |SEOKJIN|FW |PUCHA|NNC,1
|DAE|FW |MO|PRS |MAN|RBI |DAW|RBI icareer|VBTS|VBOF |ANG|DTC |PAGIGING|VBTR |TARANTADO|JJD |BADETTE|NNC,1
|MGA|DTCP |DPUTAHON|FW |TALAGA|RBT |AN|DTC |MGA|DTCP |CHINESE|FW |NA|CCP |INI|FW,1
|PUTA|NNC |SARCASM|NNC |BA|RBI |ITO|PRO |OH|NNCA |ANO|PRQ,1
|TANGINA|FW |FEEL|FW |NA|CCP |FEEL|FW |KO|PRS |TAS|FW |BINUKASAN|VBTS |NI|DTP |MAMA|NNC |SU|NNCA |PINTO|NNC |GAGO|NNC |NAGLUWAS|VBTS |LUGOD|FW |SU|FW |AIRCON|FW |HUHU|FW,1
|BORINGON|FW |TALAGA|RBT |PAG|CCR |SCENE|FW |NI|DTP |LORELAI|FW |BUDA|FW |LUKE|FW |PUTA|NNC |KAYO|PRP,1
|LEGIT|FW |GAGO|FW |NUAREN|FW |ANG|DTC |PAGTAMBAY|NNC,1
tanginang|NNC|CCP |PIECE|FW |OF|FW |SHIT|FW |INI|FW |IGRARAOT|FW |AGA|JJD |MING|FW |MAGBABARAKADA|FW |PAKYU|FW,1
|WARA|RBF |PA|RBI |KO|PRS |HAHA|JJD |NA|CCP |BOLA|NNC |MAN|RBI |GIRARAY|VBOF |HAHA|FW |BWISETON|FW,1
|TANGINA|FW |NADARUSAY|FW |AKO|PRS |SUBAGO|NNC |SA|CCT |SCHOOL|FW |PUNYETA|NNC,1
|PUCHA|JJD |DAE|FW |KO|PRS |NAABUTAN|VBTR,1
sampulong|JJD|CCP |BULAN|NNC |NA|CCP |DANGAG|NNC |MAN|RBI |GIRARAY|VBOF |AKO|PRS |HAHA|NNC,1
|PUTANGINA|FW |MAHIBI|FW |NA|CCP |AKO|PRS,1
|TARANTADO|JJD |KA|PRS |TALAGA|RBT |DIGDI|RBF |ZAMIEL|FW |HAHA|FW,1
|NATA|RBM |MAN|RBI |KAYA|CCR |NADIDIPISALN|VBTR |AKO|PRS |MAG|VBW |UDO|NNCA |PAG|CCR |AGA|JJD |PAKSHET|NNC |HAHA|NNC,1
|HMM|FW |WARA|FW |NA|CCP |AKO|PRS |DYAN|FW |UGWA|FW |AKO|PRS |KA|PRS |KUPAL|FW |DP|FW,1
|KUPAL|JJD |KA|PRS |SISAY|VBTF |BA|RBI |NAGPASIMUNO|VBTS |KAN|RBW |KD|NNCA |CULT|FW,1
|PUTANGINA|VBTR |KUNG|CCR |KASUAREN|NNC |TAPOS|JJD |NA|CCP |SU|FW |QUIZ|FW |SA|CCT |MATH|FW |TSAKA|FW |KO|PRS |NARUMDUMAN|VBTR |KUNG|CCR |PAINOT|JJD |ITO|PRO |GINIBO|NNC,1
|AKO|PRS |PA|RBI |IINUTON|VBTF |MO|PRS |ULOL|NNC,1
|KUNG|CCR |YAON|RBM |KA|PRS |SA|CCT |TWITTER|FW |PAKYU|FW |KA|PRS |BADILON|FW |TAKA|FW pang|RBI|CCP |MONGGOLOID|FW |KA|PRS,1
|PUTA|NNC |HABO|JJD |KO|PRS |NA|CCP |MAGHILING|VBAF |KI|FW |STRANGER|FW |THINGS|FW |TA|FW |DAI|FW |NANAMAN|FW |AKO|PRS |MANGINGITUROG|VBW |PAKSHET|RBD,1
|LUH|FW |GAGO|FW |ILUWAS|FW |NINDO|FW |MUNA|RBI |SUNGTARO|NNC |SA|CCT |BASEMENT|NNC |NINDO|NNC |GAGO|NNC |BAGO|RBW |KAMO|RBM |MAG|VBW |AROG|FW |KAAN|CCB |GARI|RBM |KAMO|JJD |DANGAG|NNC,1
|PAKYU|RBD |KA|PRS |MAKAGIGILON|VBW |KA|PRS,1
|PUTANGINA|FW |NINDO|FW |TWICE|FW |NAHIHIBI|FW |NA|CCP |NAMAN|RBI |AKO|PRS,1
nahiling|VBTS|CCP |MI|NNCA |NA|CCP |AN|DTC |AROG|NNC |MO|PRS |KAAN|JJD |NA|CCP |ATTITUDE|NNC |DATI|RBW |DANGAG|NNC |TAS|NNC |HANGGANG|RBW |MAKIMAHERAK|VBW |KA|PRS |GIRAY|VBOF |KAY|DTP |ZEB|FW |PAKYU|FW |BISTADO|JJD |NA|CCP |KAN|NNC |MILLION|NNC |SUB|NNC |NI|DTP |ZAINAB|FW |MAHILIGON|FW |KA|PRS |MANGAMIT|VBTF |PANGITON|JJD kang|PRS|CCP |HAYOP|RBF kang|PRS|CCP |ANIMAL|NNC kang|PRS|CCP |SUSO|NNC |KA|PRS,1
|SHUTA|FW |PIPIRITON|FW |KO|PRS |INI|FW,1
|TANGINA|FW |SISAY|FW |NA|CCP |NAMAN|RBI |NAGSABE|VBTS |KAINI|NNC,1
|ULOL|RBR |LIN|FW |NINDO|FW |SU|FW |SARO|FW |JAN|FW,1
|PUTANGINA|FW |NINDO|FW |TALAGA|RBT |MAGAGADAN|VBTF |AKO|PRS |DIGDI|RBF,1
|DAE|FW |AKO|PRS nag|PRSP|CCP |AANGAT|VBTF |SA|CCT |BUHAY|NNC |PUNYETA|NNC |GUNA|FW |MO|PRS |SANA|VBS,1
|LAST|FW |YEAR|FW |MAY|VBH |CB|FW |PALAN|FW |SINDA|FW |PINAGTATABIL|VBRF mong|PRS|CCP |CARRIED|FW |THE|FW |COMPANY|FW |LAST|FW |YEAR|FW |ULOL|FW |MASKI|CCT |HIATUS|FW |BP|FW |MAS|JJCC |DAKULA|VBTF |MAN|RBI |GIRARAY|VBOF |NAKUKUHA|RBD |NINDA|RBD |KESA|RBD |SA|CCT |TRSR|FW |NINDO|FW |LOL|FW,1
|MA|CCP |GRADUATE|FW |NA|CCP |AKO|PRS |SA|CCT |AGA|JJD |WARA|FW akong|PRS|CCP |ARAM|FW |GARI|FW |GAYOD|FW |AKO|PRS |DANGAG|NNC |SA|CCT |STAGE|FW |SA|CCT |AGA|JJD |TA|CCP warang|NNC|CCP |ARAM|FW |HAHA|FW,1
pinagal|VBTR|VBRF |KO|PRS |NA|CCP |SADIRI|VBOF |KO|PRS |KASUHAPON|RBW |IMBIS|CCT |MANGITUROG|FW |KI|FW |AMAY|FW |NAG|FW |HIGDA|FW |NA|CCP akong|PRS|CCP |AMAY|FW |TANGINA|FW anong|PRQ|CCP |ORAS|NNC |NA|CCP |LAMANG|RBI |MUYA|VBS |KO|PRS |NA|CCP |MAGKATUROG|VBW |PERO|CCT |AN|DTC |UTAK|NNC |KO|PRS |HABO|RBM |MAG|VBW |PUNDO|RBT |KI|FW |ISP|FW |KI|FW |KUNG|RBK |ANO|RBQ |ANO|PRQ,1
|AKO|PRS |NA|CCP |DANGAG|VBTF |MASKI|CCT libong|JJN|CCP |NA|CCP libong|NNC|CCP |NA|CCP |SAIMO|NNC |MAN|RBI |GIRARAY|FW |MADUMAN|FW,1
|PUNYETA|JJD |DAE|FW |KO|PRS |NA|CCP |KAYA|CCR |MAGKARIGOS|VBW,1
|PUTA|JJD |PANO|RBQ |AKO|PRS |KAINI|FW |MAKAKA|FW |DIET|FW |TUDA|FW |AN|DTC |HAPOT|NNC |KUNG|CCR |PUNAW|RBM |KA|PRS |DAE|RBS |KA|PRS |MAN|RBI |PUNAW|JJD |IYO|PRSP |NA|CCP |MANA|NNC |MALUTO|VBW |KITA|NNC,1
|INING|NNC |AMA|NNC |KO|PRS igsasabeng|VBTS|CCP |JESUS|FW |IS|FW |COMING|FW |PUTA|FW |HAEN|FW |AN|DTC |MAIINOT|VBW |PA|RBI |GAYOD|CCB |AKO|PRS |MABADOS|VBW |JAN|FW |EH|FW,1
|TABANG|CCT |ANO|PRQ |NGA|RBI |BA|RBI |HAHA|FW |PUTA|FW |DAE|FW |KO|PRS |MAHIRO|VBW |AN|DTC |BINTI|NNC |KO|PRS,1
|NATA|VBTS |GARI|RBM |KASALAN|NNC |KO|PRS pang|RBI|CCP |HABO|NNC |KO|PRS |NA|CCP |ITULOY|VBOF |AN|DTC |SEM|FW |NA|CCP |INI|FW |HAHA|FW |TANGINA|FW |NINDO|FW |GABOS|FW |GAGO|NNC,1
|PAKYU|RBD |KA|PRS |MAN|RBI |BEH|FW |HAHA|FW,1
|NASA|RBL |COUNTDOWN|FW |PA|RBI |DIN|RBI |AKO|PRS |PUTA|NNC,1
|OKAY|JJD |GARI|RBM |AKO|PRS |DANGAG|NNC,1
|NAGKARULUGO|VBTS |MGA|DTCP |BUTTERFLIES|FW |SA|CCT |TULAK|NNC |KO|PRS |TANGINA|NNC,1
|MINENTION|FW |HAHA|FW |PUTA|NNC |KA|PRS |MAGREFUND|VBTF |KA|PRS |NA|CCP |GIBO|JJD |GIBO|RBM |KA|PRS |PA|RBI |KI|FW bagong|JJD|CCP |ACCOUNT|FW |DANGAG|NNC,1
|PAKSHET|FW |NATA|FW |NAGKAKANTA|VBTR |SI|DTP |JEONGIN|NNP,1
|ABO|NNC |MO|PRS |KAYA|CCR gunang|NNC|CCP |DANGUGON|JJD |PICHA|FW |MAKAIRITAHON|FW |KA|PRS,1
|TSAKA|FW |DANGAG|FW |KA|PRS |TALAGA|RBT |ANO|PRQ |PINAGSASABI|VBRF |MO|PRS |NA|CCP |MAKAKASUHAN|VBTF |BINASA|VBOF |MO|PRS |BA|RBI |SU|NNCA |BATAS|NNC |NA|CCP |MINUNGKAHI|VBOF |NIYA|PRS |TANGINA|VBTF |MO|PRS |DANGON|VBTF |KA|PRS,1
anong|PRQ|CCP |GUSTO|VBS |NINDO|VBOF |MGA|DTCP |PAKSHET|NNC,1
|GAGO|NNC |NATA|RBR |AKO|PRS |IGKIKILIG|VBTR,1
|GUNA|VBS |KO|PRS |MABABAWASAN|VBTF |NA|CCP |GIGIBUHON|VBOF |KO|PRS |PUCHA|NNC,1
|SAIMO|CCR |AKO|PRS nag|PRSP|CCP |OPEN|FW |TAS|FW biglang|RBD|CCP |AROG|FW |KAITO|FW |HAHA|FW |ULOL|NNC,1
|DANGAGON|VBTF |AKO|PRS |DAE|VBS |KO|PRS |GETS|FW,1
|DAE|VBS |KO|PRS |NA|CCP |MABILANG|VBW |KUNG|CCR pirang|JJN|CCP |BESES|NNC |KO|PRS |NA|CCP |NAKUA|VBTS |SU|FW |HALOY|FW |HALUYON|NNC |MAG|VBW |REPLY|FW |SEENER|FW |BUDA|FW |GHOSTER|FW |BILANG|CCT |RED|FW |FLAGS|FW |KO|PRS |SAINDA|NNC |PUTANGINA|NNC,1
|RESPETO|NNC |DAA|NNC |BINUHAY|VBOF |SU|NNCA |RELASYON|NNC |SA|CCT |KAUTIKAN|NNC |PUTA|NNC,1
|PAKYU|FW |DELETE|FW |MO|PRS |AN|DTC |NA|CCP |JOKE|FW |SAKO|RBM |LANG|RBI |YAN|PRO,1
|WARA|RBF akong|PRS|CCP |MA|CCP |WALLPAPER|FW |PAKSHET|FW,1
|BWISET|JJD |NA|CCP |TINAPAY|NNC |AN|DTC,1
|PAGTAPOS|RBW |MO|PRS |AKO|PRS |KWARTAHAN|VBOF |TAS|FW |SAKA|CCA |MO|PRS |AKO|PRS |BABAYAAN|VBTF |BWISET|FW |KA|PRS |PALAN|RBL |EH|NNC,1
|PUTA|NNC |DAI|VBS |KO|PRS |NANAMAN|VBTS |NAABUTAN|VBTR,1
|PAKSHET|FW |MAMA|FW |MAGAYUNON|FW |HUHU|FW sobrang|JJCS|CCP |SULIT|NNC,1
|TANGINA|FW |GAGO|FW |PUTA|FW |WARANG|FW |SUPOG|FW |DAE|FW |AKO|PRS |TINUGUTAN|VBTR,1
|PUNYETA|NNC |SI|DTP |YOUNGRO|FW |NAMAN|RBI nag|PRSP|CCP |HULOG|NNC |KAN|RBW |EARBUDS|FW |KO|PRS |SA|CCT |IBABAW|NNC |KAN|RBW |PRINTER|FW |TAS|FW |DAE|FW |KO|PRS |ARAM|FW |NA|CCP |ITO|PRO |PALAN|RBL |SU|FW |NAHULOG|VBTS |TA|NNCA naghihiling|VBTR|CCP akong|PRS|CCP |VLOG|FW |KAN|FW |AESPA|FW |KAYA|CCR |HUNTO|FW |DINULAG|FW |NA|CCP |PALAN|NNC |NI|DTP |ALI|NNP |SU|NNCA sarong|PRO|CCP |PAIR|FW |BUDA|FW |MEDYO|JJC |IG|FW |NGATNGAT|FW |PA|RBI |GAGO|RBD |MARAY|RBD |TA|RBD |DAE|RBD |HINALON|VBOF |NI|DTP |BONAK|FW |KAHIBION|FW |MGA|DTCP |PUNYETA|NNC |NA|CCP |ALAGA|NNC,1
|ANYWAY|FW |IF|FW |DITO|PRL |PA|RBI |SANA|VBS |WARA|RBF |KA|PRS |NA|CCP |CHARACTER|FW |DAI|FW |KO|PRS |NA|CCP |SANA|VBS |ARAM|FW |SAEN|FW |KA|PRS |PUPURUTON|VBOF |IBA|PRI |AN|DTC |PAGIGING|VBTR |GIRL|FW |BOSS|FW |SA|CCT |PAGIGING|VBTR |KUPAL|NNC,1
|NATHAN|VBTS |DANGAG|FW |DANGAGON|FW kang|PRS|CCP |BARKADA|NNC |I|NNCA |SWEAR|FW,1
|PUNYETA|NNC |KAINI|FW |AKO|PRS |DIGDI|RBF |SU|FW |HIHIKAON|FW |BUDA|FW |SASABOG|FW |NA|CCP |AN|DTC |PUSO|NNC |KAKABASA|JJC |MALALA|JJD |NA|CCP |INI|FW |SAINDA|FW |NA|CCP |SANA|VBS |AKO|PRS |IGKIKILIG|VBTR,1
|TARANTADO|JJD |KA|PRS |TALAGA|RBT |SOPHIA|JJCS,1
|PUTA|NNC |NAKA|RBD |ABOT|JJD |MAN|RBI |GIRARAY|VBOF |NA|CCP |UGBO|FW |JUSKO|FW,1
|ULOL|RBR |KA|PRS |PAAG|NNCA |AKO|PRS |NAPASUPOG|VBTS |GUNUTAN|RBD |TAKA|NNC,1
|PAKSHET|RBD |KAMO|JJD |MAY|VBH |HELLS|FW |PARADISE|FW |PA|RBI,1
|SIZ|FW |BALUON|FW |MO|PRS |LANG|RBI |TALAGA|RBT |ISTALK|RBD |TANGINA|RBD |MO|PRS |BLINOCK|FW |MO|PRS |NA|CCP |NGANE|FW |TAPOS|RBW |ISTSTALK|VBTF |MO|PRS |PA|RBI |SA|CCT |SECOND|FW |ACC|FW |GAGO|FW |KA|PRS |BA|RBI |BOBO|JJD |TARANTADO|NNC,1
|HI|CCT |PO|RBS |TBH|FW |NABUBUA|VBTS |NA|CCP |PO|RBS |AKO|PRS |SAIMO|NNC,1
|MOOD|FW |KO|PRS |NGONYAN|VBOF |AY|LM |PUTANGINA|JJD |LANG|RBI,1
